s_no,hospital_name,district_name,hosp_type,tier,hosp_level,level_source,dump_hosp_level,latitude,longitude,tpl_total,tpl_source,tpl_rows_in_dump,dump_hospid,coord_status,coord_note
429,PHC AGON,Mewat,PHC,Primary,L3,spec_type,,27.728547,76.962259,20.13,estimated,0,,ok,
430,PHC BIWAN,Mewat,PHC,Primary,L3,spec_type,L3,28.142347,76.989172,9.58,real,1,420,ok,
431,PHC MARORA,Mewat,PHC,Primary,L3,spec_type,L3,27.910666,77.058644,14.00,real,1,421,ok,
432,PHC NAGINA,Mewat,PHC,Primary,L3,spec_type,L3,27.914355,76.984449,4.80,real,4,422,ok,
433,PHC BAI,Mewat,PHC,Primary,L3,spec_type,L3,30.078170,76.990487,0.28,real,1,423,ok,
434,PHC GHASERA,Mewat,PHC,Primary,L3,spec_type,L3,28.118146,77.079749,5.18,real,1,424,ok,
435,PHC KALIYAKI,Mewat,PHC,Primary,L3,spec_type,L3,28.199065,77.149971,6.35,real,2,425,ok,
436,PHC SUDAKA,Mewat,PHC,Primary,L3,spec_type,L3,28.076009,77.096387,14.43,real,1,426,ok,
437,PHC UJINA,Mewat,PHC,Primary,L3,spec_type,L3,28.044783,77.083127,2.58,estimated,0,427,ok,
438,PHC BICHHOR,Mewat,PHC,Primary,L3,spec_type,L3,27.847326,77.306071,25.20,real,1,428,ok,
439,PHC BISRU,Mewat,PHC,Primary,L3,spec_type,L3,27.916817,77.204055,2.63,real,1,429,ok,
440,PHC JAMAL GARH,Mewat,PHC,Primary,L3,spec_type,L3,27.820111,77.152366,17.68,real,1,430,ok,
441,PHC SIKRAWA,Mewat,PHC,Primary,L3,spec_type,L3,27.949374,77.154663,9.80,real,1,431,ok,
442,PHC SINGAR,Mewat,PHC,Primary,L3,spec_type,L3,27.866562,77.243828,17.63,real,2,432,ok,
443,PHC TIGAON,Mewat,PHC,Primary,L3,spec_type,L3,28.356532,77.394097,27.98,real,1,433,ok,
444,PHC JAURASI,Mewat,PHC,Primary,L3,spec_type,L3,28.236673,76.910510,11.85,real,1,434,ok,
445,PHC MP AHIR,Mewat,PHC,Primary,L3,spec_type,L3,28.276794,76.969065,18.40,real,1,435,ok,
446,PHC PADHENI,Mewat,PHC,Primary,L3,spec_type,L3,28.231807,76.977140,12.68,real,3,436,ok,
447,PHC MADHOGARH,Narnaul,PHC,Primary,L3,spec_type,,28.308491,76.035576,22.30,estimated,0,,ok,
448,PHC PALI,Narnaul,PHC,Primary,L3,spec_type,,28.337734,76.131011,27.76,estimated,0,,ok,
449,PHC MALRA BASS,Narnaul,PHC,Primary,L3,spec_type,,28.344897,76.172172,27.52,estimated,0,,ok,
450,PHC ANTRI,Narnaul,PHC,Primary,L3,spec_type,,27.918394,76.158708,7.94,estimated,0,,ok,
451,PHC BAMANWAS,Narnaul,PHC,Primary,L3,spec_type,,27.938546,75.947846,19.66,estimated,0,,ok,
452,PHC BAYAL,Narnaul,PHC,Primary,L3,spec_type,,27.863394,75.983032,12.31,estimated,0,,ok,
453,PHC BUDHWAL,Narnaul,PHC,Primary,L3,spec_type,,27.816517,76.163175,6.75,estimated,0,,ok,
454,PHC MANDHANA,Narnaul,PHC,Primary,L3,spec_type,,28.012400,76.161211,17.29,estimated,0,,ok,
455,PHC SIROHI BAHALI,Narnaul,PHC,Primary,L3,spec_type,,27.926284,76.131472,19.43,estimated,0,,ok,
456,PHC BHOJAWAS,Narnaul,PHC,Primary,L3,spec_type,,28.234385,76.296006,10.81,estimated,0,,ok,
457,PHC DONGRA AHIR,Narnaul,PHC,Primary,L3,spec_type,,28.194867,76.210056,22.03,estimated,0,,ok,
458,PHC MUNDIA KHERA,Narnaul,PHC,Primary,L3,spec_type,,28.194478,76.232690,16.12,estimated,0,,ok,
459,PHC DHANUNDA,Narnaul,PHC,Primary,L3,spec_type,,28.351185,76.253850,15.59,estimated,0,,ok,
460,PHC BALAHA KALAN,Narnaul,PHC,Primary,L3,spec_type,,28.099472,75.976868,20.09,estimated,0,,ok,
461,PHC BIGOPUR,Narnaul,PHC,Primary,L3,spec_type,,27.940822,76.061538,8.12,estimated,0,,ok,
462,PHC CHHILRO,Narnaul,PHC,Primary,L3,spec_type,,27.971612,76.008217,4.98,estimated,0,,ok,
463,PHC RAMPURA,Narnaul,PHC,Primary,L3,spec_type,,28.133526,76.125469,11.04,estimated,0,,ok,
464,PHC BACHHOD,Narnaul,PHC,Primary,L3,spec_type,,28.097269,76.193186,11.83,estimated,0,,ok,
465,PHC KANTI,Narnaul,PHC,Primary,L3,spec_type,,28.048444,76.309562,3.98,estimated,0,,ok,
466,PHC SIHMA,Narnaul,PHC,Primary,L3,spec_type,,28.150385,76.161797,11.76,estimated,0,,ok,
467,PHC DEEGHOT,Palwal,PHC,Primary,L3,spec_type,L3,28.034995,77.369158,5.85,real,1,1219,ok,
468,PHC BHIDUKI,Palwal,PHC,Primary,L3,spec_type,,27.919436,77.449415,15.97,estimated,0,,ok,
469,PHC BHULWANA,Palwal,PHC,Primary,L3,spec_type,L3,27.879160,77.387844,6.60,real,1,1209,ok,
470,PHC HASSANPUR,Palwal,PHC,Primary,L3,spec_type,L3,27.970751,77.492859,10.83,real,1,1210,ok,
471,PHC TAPPA BILOCH PUR,Palwal,PHC,Primary,L3,spec_type,,29.983619,76.620301,19.14,estimated,0,,ok,
472,PHC CHHAINSA,Palwal,PHC,Primary,L3,spec_type,,28.263150,77.467080,5.98,estimated,0,,ok,
473,PHC KALSADA,Palwal,PHC,Primary,L3,spec_type,,28.075107,77.277264,7.77,estimated,0,,ok,
474,PHC KOT,Palwal,PHC,Primary,L3,spec_type,,30.623905,76.944907,11.54,estimated,0,,ok,
475,PHC MANDKOLA,Palwal,PHC,Primary,L3,spec_type,L3,28.132221,77.175886,3.93,real,1,1205,ok,
476,PHC NANGAL JAT,Palwal,PHC,Primary,L3,spec_type,,27.939889,77.293612,9.46,estimated,0,,ok,
477,PHC UTTAWAR,Palwal,PHC,Primary,L3,spec_type,,27.990558,77.188001,19.08,estimated,0,,ok,
478,PHC ALLIKA,Palwal,PHC,Primary,L3,spec_type,L3,28.159588,77.251763,15.50,real,1,1220,ok,
479,PHC RASULPUR,Palwal,PHC,Primary,L3,spec_type,L3,28.092041,77.399617,2.60,real,2,1212,ok,
480,PHC AMERPUR,Palwal,PHC,Primary,L3,spec_type,,28.192702,77.445604,25.25,estimated,0,,ok,
481,PHC SIHOL,Palwal,PHC,Primary,L3,spec_type,,28.129586,77.430039,15.70,estimated,0,,ok,
482,PHC SOLRA,Palwal,PHC,Primary,L3,spec_type,,28.186749,77.517335,15.30,estimated,0,,ok,
483,PHC   OLD PANCHKULA,Panchkula,PHC,Primary,L3,spec_type,,30.704936,76.875067,5.69,estimated,0,,ok,
484,PHC MORNI,Panchkula,PHC,Primary,L3,spec_type,L3,30.688203,77.088645,26.03,real,1,442,ok,
485,PHC SURAJPUR,Panchkula,PHC,Primary,L3,spec_type,,30.761461,76.902964,20.64,estimated,0,,ok,
486,PHC   KOT,Panchkula,PHC,Primary,L3,spec_type,,30.623887,76.944692,16.76,estimated,0,,ok,
487,PHC BARWALA,Panchkula,PHC,Primary,L3,spec_type,,30.557581,76.936979,12.78,estimated,0,,ok,
488,PHC HANGOLA,Panchkula,PHC,Primary,L3,spec_type,L3,30.532019,77.034878,12.66,estimated,0,445,ok,
489,PHC SEWAH,Panipat,PHC,Primary,L3,spec_type,L3,29.334172,76.979115,31.78,real,1,465,ok,
490,PHC UGRAKHERI,Panipat,PHC,Primary,L3,spec_type,L3,29.377688,77.012424,17.28,real,1,466,ok,
491,PHC SEENK,Panipat,PHC,Primary,L3,spec_type,L3,29.312482,76.652190,4.38,real,2,467,ok,
492,PHC URLANA KALAN,Panipat,PHC,Primary,L3,spec_type,L3,29.347565,76.711554,1.13,real,1,468,ok,
493,PHC KABRI,Panipat,PHC,Primary,L3,spec_type,L3,29.426025,76.939069,10.08,real,1,469,ok,
494,PHC ISRANA,Panipat,PHC,Primary,L3,spec_type,L3,29.279344,76.848676,3.03,real,1,470,ok,
495,PHC MANDI,Panipat,PHC,Primary,L3,spec_type,L3,29.280873,76.848751,6.85,real,1,471,ok,
496,PHC ATTA,Panipat,PHC,Primary,L3,spec_type,L3,29.252547,77.096582,9.63,real,1,472,ok,
497,PHC CHUKLANA,Panipat,PHC,Primary,L3,spec_type,L3,29.207899,76.988843,1.13,real,1,473,ok,
498,PHC PATTI KALYANA,Panipat,PHC,Primary,L3,spec_type,L3,29.209565,77.027797,8.40,real,1,474,ok,
499,PHC BARANA,Panipat,PHC,Primary,L3,spec_type,L3,29.910388,76.731371,1.80,real,1,475,ok,
500,PHC UJHA,Panipat,PHC,Primary,L3,spec_type,L3,29.369167,77.023003,8.73,real,2,476,ok,
501,PHC KAWI,Panipat,PHC,Primary,L3,spec_type,L3,29.430686,76.785948,16.82,estimated,0,477,ok,
502,PHC RAIR KALAN,Panipat,PHC,Primary,L3,spec_type,L3,29.490122,76.831019,7.28,real,1,478,ok,
503,PHC AKERA,Rewari,PHC,Primary,L3,spec_type,L3,28.230212,76.849961,16.93,real,1,908,ok,
504,PHC BHARAWAS,Rewari,PHC,Primary,L3,spec_type,L3,28.156241,76.559348,22.50,real,1,630,ok,
505,PHC DHARUHERA,Rewari,PHC,Primary,L3,spec_type,L3,28.205831,76.792311,19.68,real,2,629,ok,
506,PHC GANGICHA AHIR,Rewari,PHC,Primary,L3,spec_type,L3,28.261878,76.611793,10.18,real,1,536,ok,
507,PHC MASANI,Rewari,PHC,Primary,L3,spec_type,L3,28.201514,76.729310,4.68,real,1,620,ok,
508,PHC BASS DUDHA,Rewari,PHC,Primary,L3,spec_type,L3,28.171025,76.360778,17.43,real,1,537,ok,
509,PHC BOHATWAS AHIR,Rewari,PHC,Primary,L3,spec_type,L3,28.214087,76.519880,12.85,real,1,538,ok,
510,PHC SIHA,Rewari,PHC,Primary,L3,spec_type,L3,28.275623,76.422835,8.53,real,1,539,ok,
511,PHC DAHINA,Rewari,PHC,Primary,L3,spec_type,L3,28.295914,76.395300,17.73,real,1,621,ok,
512,PHC FATEHPURI,Rewari,PHC,Primary,L3,spec_type,L3,28.331525,76.433515,16.13,real,2,622,ok,
513,PHC JATUSANA,Rewari,PHC,Primary,L3,spec_type,L3,28.334011,76.537516,13.98,real,1,623,ok,
514,PHC  BAWWA,Rewari,PHC,Primary,L3,spec_type,L3,28.390687,76.322544,14.45,real,1,624,ok,
515,PHC GUDIYANI,Rewari,PHC,Primary,L3,spec_type,L3,28.360148,76.534402,10.80,real,1,540,ok,
516,PHC RATHANTHAL,Rewari,PHC,Primary,L3,spec_type,L3,28.398241,76.592073,7.58,real,1,625,ok,
517,PHC KASOLA,Rewari,PHC,Primary,L3,spec_type,L3,28.125170,76.650422,15.10,real,1,626,ok,
518,PHC SANGWARI,Rewari,PHC,Primary,L3,spec_type,L3,28.163667,76.684462,6.30,real,1,627,ok,
519,PHC TANKRI,Rewari,PHC,Primary,L3,spec_type,L3,28.082896,76.489741,8.98,real,1,628,ok,
520,PHC BALAND,Rohtak,PHC,Primary,L3,spec_type,,28.796713,76.577702,7.34,estimated,0,,ok,
521,PHC BANIYANI,Rohtak,PHC,Primary,L3,spec_type,L3,28.847324,76.509870,14.68,real,2,639,ok,
522,PHC KARONTHA,Rohtak,PHC,Primary,L3,spec_type,,28.801234,76.614976,27.24,estimated,0,,ok,
523,PHC PILANA,Rohtak,PHC,Primary,L3,spec_type,,28.712446,76.388574,18.46,estimated,0,,ok,
524,PHC HASSANGARH,Rohtak,PHC,Primary,L3,spec_type,,28.833791,76.844546,21.36,estimated,0,,ok,
525,PHC ISMAILA,Rohtak,PHC,Primary,L3,spec_type,,30.116350,76.667141,19.71,estimated,0,,ok,
526,PHC KHARAWAR,Rohtak,PHC,Primary,L3,spec_type,,28.833218,76.684444,9.23,estimated,0,,ok,
527,PHC BHALOUT,Rohtak,PHC,Primary,L3,spec_type,,28.905565,76.709715,6.90,estimated,0,,ok,
528,PHC GHILLOUR KALAN,Rohtak,PHC,Primary,L3,spec_type,,29.039102,76.660564,16.46,estimated,0,,ok,
529,PHC PAKASMA,Rohtak,PHC,Primary,L3,spec_type,,28.867399,76.731723,11.34,estimated,0,,ok,
530,PHC SANGHI,Rohtak,PHC,Primary,L3,spec_type,,29.028392,76.609696,5.41,estimated,0,,ok,
531,PHC SAMAR GOPAL PUR,Rohtak,PHC,Primary,L3,spec_type,,28.966996,76.507170,7.07,estimated,0,,ok,
532,PHC BAHLBA,Rohtak,PHC,Primary,L3,spec_type,,28.938641,76.328750,6.66,estimated,0,,ok,
533,PHC MOKHRA,Rohtak,PHC,Primary,L3,spec_type,,28.893718,76.436648,11.66,estimated,0,,ok,
534,PHC FARMANA,Rohtak,PHC,Primary,L3,spec_type,L3,28.983356,76.814553,12.48,estimated,0,652,ok,
535,PHC GIRAWAR,Rohtak,PHC,Primary,L3,spec_type,,28.983912,76.459840,12.95,estimated,0,,ok,
536,PHC NINDANA,Rohtak,PHC,Primary,L3,spec_type,,29.008447,76.363915,16.03,estimated,0,,ok,
537,PHC DESUJODHA,Sirsa,PHC,Primary,L3,spec_type,L3,29.953971,74.836550,17.73,real,1,548,ok,
538,PHC PANNIWALA MOTTA,Sirsa,PHC,Primary,L3,spec_type,L3,29.703306,74.909270,18.63,real,1,549,ok,
539,PHC BANI,Sirsa,PHC,Primary,L3,spec_type,L3,28.847334,76.509483,11.98,real,1,550,ok,
540,PHC DHOTTAR,Sirsa,PHC,Primary,L3,spec_type,L3,29.575211,74.896696,17.48,real,1,551,ok,
541,PHC KEHARWALA,Sirsa,PHC,Primary,L3,spec_type,L3,29.663702,74.703252,19.08,real,1,552,ok,
542,PHC KHARIAN,Sirsa,PHC,Primary,L3,spec_type,L3,29.621425,74.857044,25.13,real,1,842,ok,
543,PHC BHAVDEEN,Sirsa,PHC,Primary,L3,spec_type,L3,29.536787,75.229896,24.60,real,1,553,ok,
544,PHC DARBI,Sirsa,PHC,Primary,L3,spec_type,L3,29.575569,75.159284,24.20,real,2,554,ok,
545,PHC BANSUDHAR,Sirsa,PHC,Primary,L3,spec_type,,29.595706,74.979355,11.80,estimated,0,,ok,
546,PHC PANIHARI,Sirsa,PHC,Primary,L3,spec_type,,29.643752,75.146177,13.19,estimated,0,,ok,
547,PHC GANGA,Sirsa,PHC,Primary,L3,spec_type,L3,29.780480,74.677740,11.68,real,1,557,ok,
548,PHC GORIWALA,Sirsa,PHC,Primary,L3,spec_type,L3,29.783201,74.745463,19.40,real,1,558,ok,
549,PHC JOTTANWALI,Sirsa,PHC,Primary,L3,spec_type,L3,29.927078,74.528828,7.08,real,1,559,ok,
550,PHC KALUANA,Sirsa,PHC,Primary,L3,spec_type,L3,29.711668,74.628968,12.63,real,1,560,ok,
551,PHC JALMALERA,Sirsa,PHC,Primary,L3,spec_type,L3,29.590299,76.703769,11.03,real,1,561,ok,
552,PHC MALLEKAN,Sirsa,PHC,Primary,L3,spec_type,L3,29.432379,74.888515,10.63,real,1,562,ok,
553,PHC DARBA KALAN,Sirsa,PHC,Primary,L3,spec_type,L3,29.404817,75.115161,14.63,real,1,563,ok,
554,PHC DING,Sirsa,PHC,Primary,L3,spec_type,L3,29.459124,75.262307,18.60,real,1,564,ok,
555,PHC JAMAL,Sirsa,PHC,Primary,L3,spec_type,L3,28.966786,75.954764,17.03,real,1,565,ok,
556,PHC KAGDANA,Sirsa,PHC,Primary,L3,spec_type,L3,29.291075,75.169371,28.23,real,1,566,ok,
557,PHC RANDHAWA,Sirsa,PHC,Primary,L3,spec_type,L3,29.422262,75.073454,16.69,estimated,0,567,ok,
558,PHC DADU,Sirsa,PHC,Primary,L3,spec_type,L3,29.837822,75.047788,14.50,real,1,568,ok,
559,PHC RORI,Sirsa,PHC,Primary,L3,spec_type,L3,29.734410,75.204227,13.20,real,1,569,ok,
560,PHC AHULANA,Sonepat,PHC,Primary,L3,spec_type,,29.195506,76.932154,1.90,estimated,0,,ok,
561,PHC BEGA,Sonepat,PHC,Primary,L3,spec_type,,29.160566,77.131495,14.38,estimated,0,,ok,
562,PHC DATAULI,Sonepat,PHC,Primary,L3,spec_type,,29.160880,77.082007,18.59,estimated,0,,ok,
563,PHC DUBHETA,Sonepat,PHC,Primary,L3,spec_type,,29.126069,76.868833,6.94,estimated,0,,ok,
564,PHC MOI MAZRI,Sonepat,PHC,Primary,L3,spec_type,,29.128908,76.891225,10.13,estimated,0,,ok,
565,PHC RAJLU GARHI,Sonepat,PHC,Primary,L3,spec_type,,29.093162,77.009761,11.62,estimated,0,,ok,
566,PHC BANWASA,Sonepat,PHC,Primary,L3,spec_type,,29.139601,76.566242,8.30,estimated,0,,ok,
567,PHC MADINA,Sonepat,PHC,Primary,L3,spec_type,,29.094552,76.633591,17.39,estimated,0,,ok,
568,PHC BHATANA ZAFRABAD,Sonepat,PHC,Primary,L3,spec_type,,29.071936,76.915646,9.22,estimated,0,,ok,
569,PHC BHATGOAN MALIYAN,Sonepat,PHC,Primary,L3,spec_type,,28.995764,76.895321,20.26,estimated,0,,ok,
570,PHC MAHRA,Sonepat,PHC,Primary,L3,spec_type,,29.071688,76.915387,20.26,estimated,0,,ok,
571,PHC MOHANA,Sonepat,PHC,Primary,L3,spec_type,,28.222225,77.441161,14.79,estimated,0,,ok,
572,PHC MURTHAL,Sonepat,PHC,Primary,L3,spec_type,,29.022750,77.063279,18.79,estimated,0,,ok,
573,PHC HALALPUR,Sonepat,PHC,Primary,L3,spec_type,,28.862578,77.010963,22.25,estimated,0,,ok,
574,PHC JAKHAULI,Sonepat,PHC,Primary,L3,spec_type,,28.933197,77.147221,13.95,estimated,0,,ok,
575,PHC KHEWRA,Sonepat,PHC,Primary,L3,spec_type,,28.962342,77.128032,11.39,estimated,0,,ok,
576,PHC KUNDLI,Sonepat,PHC,Primary,L3,spec_type,,28.873758,77.123967,7.13,estimated,0,,ok,
577,PHC NAHARI,Sonepat,PHC,Primary,L3,spec_type,,28.865276,77.044232,8.88,estimated,0,,ok,
578,PHC BHIDHLAN,Sonepat,PHC,Primary,L3,spec_type,,28.953315,76.868731,13.16,estimated,0,,ok,
579,PHC FARMANA,Sonepat,PHC,Primary,L3,spec_type,,28.983422,76.814693,18.33,estimated,0,,ok,
580,PHC KHANDA,Sonepat,PHC,Primary,L3,spec_type,,28.924808,76.894530,14.21,estimated,0,,ok,
581,PHC SISANA,Sonepat,PHC,Primary,L3,spec_type,,28.896986,76.853828,20.54,estimated,0,,ok,
582,PHC BARODA,Sonepat,PHC,Primary,L3,spec_type,,29.142204,76.607157,3.65,estimated,0,,ok,
583,PHC BUTANA,Sonepat,PHC,Primary,L3,spec_type,,29.185128,76.628705,18.39,estimated,0,,ok,
584,PHC JAGSI,Sonepat,PHC,Primary,L3,spec_type,,29.305641,76.653124,2.93,estimated,0,,ok,
585,PHC SHAMRI,Sonepat,PHC,Primary,L3,spec_type,,29.196628,76.821839,8.17,estimated,0,,ok,
586,PHC ROHAT,Sonepat,PHC,Primary,L3,spec_type,,28.932545,76.975624,17.92,estimated,0,,ok,
587,PHC KHANPUR,Sonepat,PHC,Primary,L3,spec_type,,29.159906,76.794924,9.46,estimated,0,,ok,
588,PHC LATH,Sonepat,PHC,Primary,L3,spec_type,,29.028059,76.791533,4.02,estimated,0,,ok,
589,PHC RUKHI,Sonepat,PHC,Primary,L3,spec_type,,29.053400,76.674641,8.53,estimated,0,,ok,
590,PHC SARAGTHAL,Sonepat,PHC,Primary,L3,spec_type,,29.225006,77.014846,6.37,estimated,0,,ok,
591,M.M. COLLEGE OF MEDICAL SCIENCES & RESEARCH,AMBALA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L1,29.590000,76.110000,60.63,real,1,24,ok,
592,PANKAJ GARG HOSPITAL,AMBALA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,29.244700,76.041850,25.28,real,1,928,ok,
593,APEX HEART SUPERSPECIALITY HOSPITAL,AMBALA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.094257,75.966302,53.44,estimated,0,,ok,
594,SHANTI DEVI NURSING HOME,AMBALA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.170090,75.719043,18.48,estimated,0,,ok,
595,PRABHAKAR HOSPITAL,AMBALA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,28.706398,76.044617,36.38,estimated,0,,ok,
596,SARVOTAM ENT CENTRE,AMBALA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.532100,75.031800,34.10,estimated,0,,ok,
597,N.P SINGH HOSPITAL,AMBALA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,28.181761,76.722926,41.15,real,1,926,ok,
598,MEHNDIRATTA HOSPITAL,AMBALA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,28.433330,77.059400,50.16,estimated,0,,ok,
599,JASPAL NURSING HOME,AMBALA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,30.370696,76.788042,46.65,estimated,0,,ok,
600,AGGARWAL HEART AND SURGICAL HOSPITAL,AMBALA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,28.897790,76.582750,34.04,estimated,0,,ok,
601,ISHWAR HOSPITAL AMBALA CITY,AMBALA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,28.982638,77.021326,23.78,real,1,744,ok,
602,ANEJA HOSPITAL AND NURSING HOME,AMBALA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,30.389290,76.770090,34.68,estimated,0,,ok,
603,SARWAL HOSPITAL,AMBALA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,30.336510,76.865280,46.28,real,1,929,ok,
604,SANJIVNI EYE AND MEDICARE CENTRE,AMBALA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.744310,76.957730,28.50,estimated,0,,ok,
605,DHILLON NURSING HOME,AMBALA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,30.363330,76.791410,28.58,estimated,0,,ok,
606,SRI ONKAR EYE AND ENT CARE CENTRE,AMBALA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,30.365490,76.766920,48.20,estimated,0,,ok,
607,MONGA HOSPITAL AND STONE CENTER,AMBALA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,30.370470,76.783920,30.90,real,3,904,ok,
608,M M HOSPITAL,AMBALA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,30.337240,76.864120,46.48,estimated,0,,ok,
609,C LALL HOSPITAL,AMBALA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,30.379910,76.782830,44.58,estimated,0,,ok,
610,GULATI EYE CARE AND MEDICAL CENTRE A UNIT OF MANAV KALYAN HEALTHCARE PVT LTD,AMBALA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.973990,76.861570,27.33,estimated,0,,ok,
611,ROTARY AMBALA CANCER AND GENERAL HOSPITAL,AMBALA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,30.332090,76.847090,44.35,estimated,0,,ok,
612,PHILADELPHIA HOSPITAL,AMBALA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,29.532270,75.034696,38.68,real,1,924,ok,
613,GUARDIAN HOSPITAL,AMBALA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,30.336480,76.868910,42.10,estimated,0,,ok,
614,RAI MULTI SPECIALITY HOSPITAL,AMBALA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,30.340106,76.867772,41.25,estimated,0,,ok,
615,ARYA BHUSHAN MATERNITY AND NURSING HOME,AMBALA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,30.388660,76.833880,47.39,estimated,0,,ok,
616,K D HOSPITAL MRI AND CT SCAN,AMBALA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.321160,76.335420,43.02,estimated,0,,ok,
617,BANSAL GLOBAL HOSPITAL,AMBALA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.388551,76.997571,22.10,estimated,0,,ok,
618,L J EYE INSTITUTE,AMBALA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.958230,74.701310,45.84,estimated,0,,ok,
619,JP SURGICAL HOSPITAL,AMBALA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.380540,76.967740,28.00,estimated,0,,ok,
620,VOHRA EYE HOSPITAL,AMBALA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.135290,75.739500,35.01,estimated,0,,ok,
621,SANJIVNI HEALTH CARE,AMBALA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.499218,76.631321,37.21,estimated,0,,ok,
622,BAVEJA HOSPITAL,AMBALA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,28.899179,76.583504,11.17,estimated,0,,ok,
623,NARAIN HOSPITAL,AMBALA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,29.681630,77.010300,32.63,real,1,927,ok,
624,AAROGYA HOSPITAL,AMBALA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,28.896490,76.609260,26.45,real,1,930,ok,
625,M M INSTITUTE OF MEDICAL SCIENCES AND RESEARCH,AMBALA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.332600,76.984660,21.63,estimated,0,,ok,
626,PC SHARMA EYE HOSPITAL,AMBALA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,30.688987,76.850127,35.73,estimated,0,,ok,
627,MANOCHA EYE HOSPITAL,AMBALA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,28.459150,77.084620,30.26,estimated,0,,ok,
628,KAPIL EYE HOSPITAL,AMBALA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,30.380394,76.780328,30.94,estimated,0,,ok,
629,BANSAL EYE HOSPITAL,AMBALA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,28.367995,77.335970,26.79,estimated,0,,ok,
630,LEELAWATI HOSPITAL,AMBALA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,30.661170,76.882390,30.76,estimated,0,,ok,
631,HEALING TOUCH SUPER SPECIALITY HOSPITAL A UNIT BLUE HEAVENS HEALTH CARE PVT LTD,AMBALA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,28.458160,77.063580,35.77,estimated,0,,ok,
632,GMC SUNRISE HOSPITAL A UNIT OF GIRIRAJ SUNRISE HEALTHCARE PRIVATE LIMITED,BHIWANI,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.685629,76.990547,50.10,estimated,0,,ok,
633,KALYAN HOSPITAL,BHIWANI,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,28.895515,76.606613,58.12,estimated,0,,ok,
634,PARAM HOSPITAL,BHIWANI,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,28.799046,76.133514,54.39,estimated,0,,ok,
635,SHRI BABA YOGI NETANATH HOSPITAL & RESEARCH CENTRE,BHIWANI,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.769842,76.574389,31.13,estimated,0,,ok,
636,DHIR HOSPITAL,BHIWANI,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.140340,75.742470,30.96,estimated,0,,ok,
637,EYE Q VISION PVT LTD,BHIWANI,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,28.798320,76.141980,38.81,estimated,0,,ok,
638,JB GUPTA HOSPITAL,BHIWANI,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,30.337210,76.867850,27.68,real,1,48,ok,
639,CITY NURSING HOME,BHIWANI,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,28.594000,76.259300,55.24,estimated,0,,ok,
