"accident_id_sp","year","latitude_sp","longitude_sp","severity","state_name","district_name","station_name","state_code","district_code","station_code"
"202413259030026","2024","28.594599482156","76.157913208008","Fatal","HARYANA","CHARKHI DADRI","DADRI SADAR","13","259","03"
"202413228160013","2024","30.042361608962","76.31218456587","Minor Injury Hospitalized","HARYANA","KAITHAL","GUHLA","13","228","16"
"202413239370029","2024","29.216614667087","76.795506477356","Fatal","HARYANA","SONIPAT","GOHANA SADAR","13","239","37"
"202413235610020","2024","30.807286079726","76.91649723798","Minor Injury Hospitalized","HARYANA","PANCHKULA","PINJORE                                           ","13","235","61"
"202513221500078","2025","30.277912347145","77.050852775574","Minor Injury Hospitalized","HARYANA","AMBALA","MULLANA","13","221","50"
"202313233080059","2023","28.062532155019","76.13484621048","Grievous Injury","HARYANA","MAHENDERGARH","CITY NARNAUL                                      ","13","233","08"
"202513238220005","2025","29.537973913797","75.211619138718","Minor Injury Hospitalized","HARYANA","SIRSA","DING                                              ","13","238","22"
"202313233080060","2023","28.057173418068","76.107959747314","Minor Injury Hospitalized","HARYANA","MAHENDERGARH","CITY NARNAUL                                      ","13","233","08"
"202413235200036","2024","30.562256332041","76.940545924008","Fatal","HARYANA","PANCHKULA","Police Station Chandimandir","13","235","20"
"202513225910003","2025","28.393794736621","77.356818993562","Fatal","HARYANA","FARIDABAD","KHERIPUL","13","225","91"
"202413232250007","2024","30.040638418871","76.80302480876","Grievous Injury","HARYANA","KURUKSHETRA","JHANSA","13","232","25"
"202413260420026","2024","28.155949888126","77.179974317551","Fatal","HARYANA","PALWAL","Hathin","13","260","42"
"202413258680022","2024","27.918776447663","76.99036359787","Grievous Injury","HARYANA","N U H","NAGINA","13","258","68"
"202513257100012","2025","28.49155191856","76.785814098002","Grievous Injury","HARYANA","JHAJJAR","JHAJJAR","13","257","10"
"202313221140055","2023","30.3681320714","76.798623319769","Fatal","HARYANA","AMBALA","BALDEV NAGAR","13","221","14"
"202413257210022","2024","28.458802040529","76.333762346031","Fatal","HARYANA","JHAJJAR","SAHLAWAS","13","257","21"
"202413259030028","2024","28.615931127522","76.445897212416","Grievous Injury","HARYANA","CHARKHI DADRI","DADRI SADAR","13","259","03"
"202513227750080","2025","28.497580687336","76.995738744736","Grievous Injury","HARYANA","GURUGRAM","RAJENDRA PARK","13","227","75"
"202513225850053","2025","28.428288546196","77.320618629456","Grievous Injury","HARYANA","FARIDABAD","SECTOR-31 FARIDABAD","13","225","85"
"202413258710038","2024","28.115830403526","76.993018984795","Fatal","HARYANA","N U H","N U H","13","258","71"
"202413228070016","2024","30.054362122131","76.354115677908","Fatal","HARYANA","KAITHAL","CHEEKA","13","228","07"
"202513233820056","2025","28.229602659352","76.137367486954","Grievous Injury","HARYANA","MAHENDERGARH","SADAR MAHENDERGARH","13","233","82"
"202413231510038","2024","29.660372876815","76.988313899554","Minor Injury Hospitalized","HARYANA","KARNAL","KARNAL CITY","13","231","51"
"202413223240041","2024","28.756316461387","76.124567985535","Minor Injury Hospitalized","HARYANA","BHIWANI","SADAR THANA BHIWANI","13","223","24"
"202313225660032","2023","28.291935205112","77.295191318281","Grievous Injury","HARYANA","FARIDABAD","SECTOR-58","13","225","66"
"202313225660030","2023","28.323401640108","77.311289277613","Fatal","HARYANA","FARIDABAD","SECTOR-58","13","225","66"
"202313228300025","2023","29.662368326249","76.377986858524","Fatal","HARYANA","KAITHAL","KALAYAT","13","228","30"
"2023132271000002","2023","28.4579993","77.024673","Grievous Injury","HARYANA","GURUGRAM","SHIVAJI NAGAR","13","227","100"
"202313256270011","2023","29.699227423961","75.520845651627","Fatal","HARYANA","FATEHABAD","CITY RATIA","13","256","27"
"202313234030012","2023","29.386026686517","77.149300575256","Fatal","HARYANA","PANIPAT","SANOLI","13","234","03"
"202313234250005","2023","29.396787181594","76.972932460525","Minor Injury Hospitalized","HARYANA","PANIPAT","PANIPAT CITY","13","234","25"
"202313260100025","2023","28.180214856525","77.419452667236","Fatal","HARYANA","PALWAL","ps chandhut","13","260","10"
"202313260710017","2023","28.184329314668","77.314811109465","Grievous Injury","HARYANA","PALWAL","City Palwal","13","260","71"
"2024132271090005","2024","28.509527","77.0916004","Minor Injury Hospitalized","HARYANA","GURUGRAM","DLF PH-3 RD","13","227","109"
"202513261710037","2025","29.298862368274","75.954537391663","Minor Injury Hospitalized","HARYANA","HANSI","HANSI CITY","13","261","71"
"202413237450031","2024","29.046267561402","76.340323888939","Fatal","HARYANA","ROHTAK","MEHAM","13","237","45"
"202413259030029","2024","28.555566625471","76.175320744514","Fatal","HARYANA","CHARKHI DADRI","DADRI SADAR","13","259","03"
"202313235200010","2023","30.698301766817","76.883567422628","Fatal","HARYANA","PANCHKULA","Police Station Chandimandir","13","235","20"
"202313257100012","2023","28.610421904581","76.660580635071","Fatal","HARYANA","JHAJJAR","JHAJJAR","13","257","10"
"202513260830007","2025","28.247716040802","77.325332345279","Grievous Injury","HARYANA","PALWAL","GADPURI","13","260","83"
"202413223210013","2024","28.785227029768","76.143888975312","Minor Injury Hospitalized","HARYANA","BHIWANI","BHIWANI CITY","13","223","21"
"202513235640008","2025","30.676121127422","76.8471487239","Minor Injury Hospitalized","HARYANA","PANCHKULA","Sector-14","13","235","64"
"2024132652650024","2024","29.786965580478","74.676738583075","Minor Injury Hospitalized","HARYANA","Dabwali","DABWALI SADAR                                     ","13","265","003"
"202413259060010","2024","28.541354703599","75.950857400894","Fatal","HARYANA","CHARKHI DADRI","BADHRA","13","259","06"
"202413260830043","2024","28.199186501","77.308977842331","Grievous Injury","HARYANA","PALWAL","GADPURI","13","260","83"
"202413233080038","2024","28.024305075202","76.12773835659","Grievous Injury","HARYANA","MAHENDERGARH","CITY NARNAUL                                      ","13","233","08"
"202513256230026","2025","29.563850225371","75.385399460793","Minor Injury Hospitalized","HARYANA","FATEHABAD","SHO SADAR FATEHABAD","13","256","23"
"202413260830071","2024","28.197938376655","77.350986264646","Grievous Injury","HARYANA","PALWAL","GADPURI","13","260","83"
"202413257100043","2024","28.517696479034","76.735535288212","Minor Injury Hospitalized","HARYANA","JHAJJAR","JHAJJAR","13","257","10"
"202513227040029","2025","28.300771357869","77.066443563017","Grievous Injury","HARYANA","GURUGRAM","BHONDSI","13","227","04"
"202313232710019","2023","30.128212255178","76.868671774864","Grievous Injury","HARYANA","KURUKSHETRA","SHAHABAD","13","232","71"
"202413228300018","2024","29.652413819351","76.351573946016","Fatal","HARYANA","KAITHAL","KALAYAT","13","228","30"
"202413235610023","2024","30.791321598375","76.916897557676","Fatal","HARYANA","PANCHKULA","PINJORE                                           ","13","235","61"
"202413233510022","2024","27.927929126544","76.126123666763","Grievous Injury","HARYANA","MAHENDERGARH","NANGAL CHAUDHRI","13","233","51"
"202413257100044","2024","28.502356741119","76.588325199045","Fatal","HARYANA","JHAJJAR","JHAJJAR","13","257","10"
"202513227230027","2025","28.466724815315","77.057477831841","Grievous Injury","HARYANA","GURUGRAM","CIVIL LINES GURGAON","13","227","23"
"202513225870003","2025","28.479683116324","77.315420508385","Grievous Injury","HARYANA","FARIDABAD","SARAI KHAWAJA","13","225","87"
"202513257200004","2025","28.689308957031","76.858608580135","Fatal","HARYANA","JHAJJAR","SADAR BAHADURGARH","13","257","20"
"202413225870017","2024","28.474760280896","77.306123971939","No Injury","HARYANA","FARIDABAD","SARAI KHAWAJA","13","225","87"
"202513234030032","2025","29.354223155055","77.090801596642","Minor Injury Hospitalized","HARYANA","PANIPAT","SANOLI","13","234","03"
"202413225610023","2024","28.355670123089","77.293539047241","Grievous Injury","HARYANA","FARIDABAD","MUJESAR","13","225","61"
"202513231410027","2025","29.816284737911","77.00612061707","Fatal","HARYANA","KARNAL","INDRI","13","231","41"
"202513259030009","2025","28.607313473153","76.45153337963","Fatal","HARYANA","CHARKHI DADRI","DADRI SADAR","13","259","03"
"202413238220013","2024","29.530492115408","75.161284804344","Fatal","HARYANA","SIRSA","DING                                              ","13","238","22"
"202413240530006","2024","30.139023730792","77.27087907489","Grievous Injury","HARYANA","YAMUNA NAGAR","GANDHI NAGAR,YAMUNANAGAR","13","240","53"
"202513221550004","2025","30.461966686986","77.152361805481","Fatal","HARYANA","AMBALA","NARAINGARH","13","221","55"
"202513234150130","2025","29.272127656405","76.842584609985","Grievous Injury","HARYANA","PANIPAT","ISRANA","13","234","15"
"202513237650001","2025","29.038651432725","76.667278110981","Grievous Injury","HARYANA","ROHTAK","ROTHAK SADAR","13","237","65"
"202313234210021","2023","29.370404320473","76.949647665024","Fatal","HARYANA","PANIPAT","MODEL TOWN","13","234","21"
"202313259060014","2023","28.53803705585","75.990768671036","Fatal","HARYANA","CHARKHI DADRI","BADHRA","13","259","06"
"202313260200034","2023","28.10880025686","77.332534375954","Grievous Injury","HARYANA","PALWAL","CAMP PALWAL","13","260","20"
"202413235610022","2024","30.762058711567","76.902977986511","Grievous Injury","HARYANA","PANCHKULA","PINJORE                                           ","13","235","61"
"202413230130052","2024","29.221440164045","76.250553125141","Fatal","HARYANA","JIND","JIND SADAR","13","230","13"
"202513239760038","2025","28.992840391945","76.899876594543","Minor Injury Hospitalized","HARYANA","SONIPAT","SONIPAT SADAR","13","239","76"
"202413228300014","2024","29.642973204278","76.263699613305","Grievous Injury","HARYANA","KAITHAL","KALAYAT","13","228","30"
"202413238310018","2024","29.492046934777","74.629126663513","Fatal","HARYANA","SIRSA","ELLENABAD                                         ","13","238","31"
"202513234030004","2025","29.404422662986","77.111663818359","Fatal","HARYANA","PANIPAT","SANOLI","13","234","03"
"202413259070012","2024","28.52217528135","76.130547240714","Fatal","HARYANA","CHARKHI DADRI","JHOJHU KALAN","13","259","07"
"202413225970023","2024","28.306563384119","77.325614114783","Fatal","HARYANA","FARIDABAD","ADARSH NAGAR","13","225","97"
"202413239840020","2024","29.149180717688","77.037623020588","Fatal","HARYANA","SONIPAT","HSIDC BARHI","13","239","84"
"202513227410077","2025","28.444664177799","76.792880842715","Minor Injury Hospitalized","HARYANA","GURUGRAM","FURRUKH NAGAR","13","227","41"
"202513227900023","2025","28.482432071135","77.072820067406","Fatal","HARYANA","GURUGRAM","SECTOR-17 / 18","13","227","90"
"202413236280038","2024","28.343348184591","76.404440402985","Fatal","HARYANA","REWARI","KHOL","13","236","28"
"202413236560016","2024","28.297031197981","76.610487699509","No Injury","HARYANA","REWARI","ROHADAI","13","236","56"
"202513238710038","2025","29.52106791512","75.019072217788","Grievous Injury","HARYANA","SIRSA","SHO SIRSA SADAR","13","238","71"
"202413225880007","2024","28.359391576477","77.267146147463","Minor Injury Hospitalized","HARYANA","FARIDABAD","SARAN","13","225","88"
"202513223830018","2025","28.800212981551","76.162247657776","Grievous Injury","HARYANA","BHIWANI","INDUSTRIAL AREA","13","223","83"
"202313229520016","2023","29.14287538708","75.717414021492","Grievous Injury","HARYANA","HISAR","CIVIL LINES, HSR","13","229","52"
"202513257280025","2025","28.423745701814","76.658446437748","Fatal","HARYANA","JHAJJAR","MACHHROLI","13","257","28"
"202413258840017","2024","27.831149325299","77.141500711441","Grievous Injury","HARYANA","N U H","PUNHANA","13","258","84"
"202413238740017","2024","29.528541062648","75.056174397469","Fatal","HARYANA","SIRSA","POLICE STATION,CIVIL LINE SIRSA","13","238","74"
